userName,content,score,at,appVersion
Ali hassan,please give me glacier,5,2023-11-06 19:45:51,2.8.0
kim fong sim,nive game,5,2023-11-06 19:54:45,2.8.0
Johnny Depp,I need m416 glacier,1,2023-11-07 18:11:22,2.8.0
Crytoyoursoul,Ok,2,2023-11-06 19:55:09,2.8.0
Synthia rose,Stupid game  and rubbish just disguide students and putting negative impact on students studies along with mentally health problems so please I request you to ban this game ,1,2023-11-04 19:42:02,2.8.0
Unknown Person,Bugs problems lag etc ,1,2023-11-07 18:09:32,2.8.0
Sefi Murshad,yra ya free uc nahe date nahe tu maza ajata,5,2023-11-07 17:18:29,2.8.0
CARBONx ABDULLAH,This game is awesome but hard,5,2023-11-07 17:16:21,2.8.0
Wai Wai,wow is nost justa game they teache me how to use a gun  good game for me,5,2023-11-05 05:13:29,2.8.0
Yasuhua Scott,Tuff,5,2023-11-06 21:37:38,2.8.0
Muhammad Hanzala,Please  pubg in 4gb ram pubg is not good working please do something,5,2023-11-07 16:31:12,2.8.0
Bishal Kunwar,Good,5,2023-11-07 16:30:27,2.8.0
Hishida Gurung,Just WOW,5,2023-11-07 16:30:11,2.8.0
Twiggy G,Desync is very frustrating It happens quite often when you move into cover but still get hit by bullets It can happen if you peak and if you hold corners PLEASE FIX THIS IM USING SHARP AQUOS R2 ,1,2023-11-07 16:24:38,2.8.0
LM10FAN8LI,PC GAMEPLAY IS FINE AF,5,2023-11-07 16:22:09,2.8.0
Rifat bo,Best,5,2023-11-07 16:21:14,2.8.0
Amir Ghanbary,Great,5,2023-11-06 21:16:59,2.8.0
Yasin Hazara,can u fix the automatic download,5,2023-11-07 16:16:47,2.8.0
MHMD JAML,so love,5,2023-11-06 21:19:55,2.8.0
asad momayz,This game is really a perfect game the first time I played it was on season One but the bad thing that the first update was better than the last one I say that this game is perfect It contains good FPS perfect brightness and graphics but there is a single problem that is the lag issue I always play in a good waybut the lag reaches 677ms and this lag perform a choppy issue in my phone,5,2023-11-07 16:14:55,2.8.0
MOHAMED ELRAMAH,IT S GREAT PUBG,5,2023-11-06 21:20:38,2.8.0
Hirun Gagana,It was not bad Its have high quality graphics like hdr This battle royale game is amazing I think we have good game in mobile These days updates are super The only thing this game ranked is super and some times I have change my reagent after change reagent my ranked down ace to silver Its the only bad in this game But this game is amazing,5,2023-11-04 20:05:47,2.8.0
Noman Ghori,Best game my life,3,2023-11-04 20:06:54,2.8.0
Tauhier Hassen,Pubg moblie is getting bad this game slow like very slow and can u guys plz make for phones play at a better fps pubg new state play at 90fps,1,2023-11-07 16:14:33,2.8.0
Sagar princ 58,Nice,5,2023-11-07 16:31:24,2.8.0
Shahbaz Khosa,This game is good,5,2023-11-04 20:09:14,2.8.0
Muls Shal,Its a good game but can you add some cars or more people to make it harder,5,2023-11-04 20:10:21,2.8.0
Husnain Mirza,Nice  game,5,2023-11-07 16:09:42,2.8.0
Tahir Butt,I love PUBG mobile ,5,2023-11-04 20:13:50,2.8.0
Joshua Naidoo,Great graphics runs smooth on my phone but the aim is abit bad the recoil spread is very strong,3,2023-11-07 15:58:17,2.8.0
Max Jackson,                ,1,2023-11-07 15:56:06,2.8.0
Julio Reischoffer,awesome game,5,2023-11-06 21:41:08,2.8.0
Mubarak Ali,The game is very hard and hi ms please solve the problem thanks,3,2023-11-07 15:50:08,2.8.0
William Schutte,Game has too many problems after each update and way too many hackers in this game,3,2023-11-04 20:15:27,2.8.0
boy lay,Good game of thrones season I like the best movie and TV shows a normal email address  a normal thing  I like the best movie review I am not sure what to do it in the best way to do the needful at the caption settings to update you and your company to update you on Monday to do it for you thats the only thing that snail mail  a kiss on the only one who has a normal thing  a kiss on a ma htet Shay par with that snail mail  I am not  a kiss on Monday to,5,2023-11-04 20:17:01,2.8.0
Nomin Pvrewdorj,Nice game,5,2023-11-07 15:47:31,2.8.0
Sumeet Kumar Bazkani,Can any one told me when comes new update,1,2023-11-07 15:47:18,2.8.0
Suliman khan,This game is next level ,5,2023-11-07 15:47:06,2.8.0
ALI AHMAD,Very very fantastic  thanks pubg,5,2023-11-04 20:04:40,2.8.0
Md Rodoy,Nice game ,5,2023-11-07 16:31:48,2.8.0
Saadali Saadali,Nice pubg ,5,2023-11-07 17:13:55,2.8.0
Ray Mart,Good,5,2023-11-06 21:07:37,2.8.0
Thet Paing,MY Love app par,5,2023-11-04 19:47:53,2.8.0
Shahee R,Nice game,5,2023-11-06 20:32:52,2.8.0
HaD TuBe,The BEST APP IN MY PHONE FOR EVER,5,2023-11-07 17:12:27,2.8.0
King Good33,FIRST SHOOTER ,5,2023-11-07 17:07:04,2.8.0
Talha Khan,Most  beautiful game,5,2023-11-05 05:19:33,2.8.0
RANA Zubair,Nice game,4,2023-11-06 20:40:45,2.8.0
Rashid Rehman Rashid Rehman,Amazing game,5,2023-11-07 17:03:36,2.8.0
Jan Leva, uc,5,2023-11-07 17:03:06,2.8.0
Ss Kk,I love PUBG ,5,2023-11-06 20:53:12,2.8.0
Ahsan Nadeem,So many glitches in this game  and game size ,5,2023-11-07 17:00:37,2.8.0
Ama G,Very good game,5,2023-11-07 16:58:21,2.8.0
Fazal khaliq 191,Its HACKERs game,1,2023-11-07 16:57:04,2.8.0
Venom YT (ibi_sheikh),Mazedar ,5,2023-11-04 19:55:21,2.8.0
محمد عماد الدين ابو الفتوح,Very good,5,2023-11-04 19:59:49,2.8.0
Khizar Gujjar,Good,5,2023-11-07 16:34:55,2.8.0
Ali Jan,   ,5,2023-11-07 16:52:24,2.8.0
Sani Shin,Still not coming update please fix,1,2023-11-07 16:50:37,2.8.0
Liwaa AbouZiki,Nice,5,2023-11-07 16:48:14,2.8.0
Mustafa Nadjer,Good nice game,5,2023-11-07 16:44:39,2.8.0
Phemelo Lekhuleni,insane,5,2023-11-07 16:42:29,2.8.0
Botla Tanvir7 (Md Sabbir Hasan Roni),Best Games,5,2023-11-07 16:42:23,2.8.0
Umair Umairjutt,Very Nice game ,5,2023-11-07 16:40:20,2.8.0
ZAYAM Gaming,Zombie edge was not good event this event dissapoints every player so dont make that type of event hope you will understand all like a intense event and the bot lobby was so dissapionting so please dont set lobby of bot,2,2023-11-07 16:38:11,2.8.0
Yohannes Worku,Is good game,5,2023-11-06 21:15:32,2.8.0
Saad Khan,Nice game but its going good for you my friend was you,4,2023-11-06 21:16:13,2.8.0
Alone Boy,Excellent,5,2023-11-07 16:38:00,2.8.0
Zaid Brohi,Sach a gd game,5,2023-11-07 16:35:50,2.8.0
Damien Gokool,Wow,5,2023-11-07 16:35:28,2.8.0
Ali Raza Jatoi,You need to give us free UC ,5,2023-11-07 12:15:45,2.8.0
mehrdad asmand,   ,5,2023-11-04 22:44:27,2.8.0
Shaikh Adnan145,Good game,5,2023-11-07 12:15:31,2.8.0
Jawad awan Awan,I love you PUBG mobile,5,2023-11-07 06:59:35,2.8.0
シ〖卂尺』乂『卂M̥ͦI̾尺』,Ni,1,2023-11-07 07:33:29,2.8.0
Ahsan Baloch,Love,5,2023-11-07 07:11:20,2.8.0
Pan Da,Nice game,5,2023-11-05 01:30:57,2.8.0
Mario Op,Amazing game ,5,2023-11-07 02:12:37,2.8.0
MOHAMED FAKHRIE SYAHMIE,YOU MAKE ME TOOSOON,5,2023-11-05 01:47:21,2.8.0
Mike jay Adonis,Dont boost the bot its irritating and boring,3,2023-11-07 07:10:06,2.8.0
Viola Kipchumba,Awesome ,5,2023-11-07 07:09:40,2.8.0
Mughals Baba,Good game but not my phone working,5,2023-11-07 02:18:05,2.8.0
Fbolbewafa Ganasa,Nice ,5,2023-11-07 07:08:59,2.8.0
Asif Khan,13 update was the best ever I have played after that update the game became weired and Unplayable on normal devices I dont want to play latest updates totally sucks framedrops and glitches and config users are going to make me leave this game forever We need old PUBG versions and old classic maps otherwise we all are going to leave PUBG mobile forever,1,2023-11-07 02:27:46,2.8.0
Shamweel Khan,Jvk uhgivic,5,2023-11-07 07:05:19,2.8.0
Malik,Okay,5,2023-11-07 06:59:48,2.8.0
Malik shehzad Awerra,That game is a great time pas,5,2023-11-07 02:30:20,2.8.0
Shahrukh Almas,Rating you 5 star ab to 10 10 uc ma cheezain nikalni chaheyen ,5,2023-11-07 06:54:41,2.8.0
Nasir Talha awan,Please dont allow hanging,5,2023-11-07 07:44:58,2.8.0
Farzad Najafy,It is a perfect game I love you pubg mobile,5,2023-11-07 06:46:27,2.8.0
nawkyi nawkyi,good,5,2023-11-07 06:45:33,2.8.0
M Nouman,Now you are going to see power of Muslim,5,2023-11-07 02:31:17,2.8.0
Justine paul Centinillar,Low ping,5,2023-11-07 06:41:07,2.8.0
Muhammad Umar Baran,No good update,5,2023-11-07 06:35:55,2.8.0
Ali Hassan,ILove you pubg,5,2023-11-07 02:32:41,2.8.0
K Mohabeer,A very nice  game to play online ,5,2023-11-05 02:08:02,2.8.0
Sanear Waqar,Very nice game,5,2023-11-07 02:45:40,2.8.0
Md Munna,Like it,5,2023-11-07 02:46:25,2.8.0
Abdullah Kpk,Update date please,5,2023-11-07 06:34:04,2.8.0
Arvin Del Rosario,My only one gamei love you pubg,5,2023-11-05 02:09:20,2.8.0
S danish Ali,I like it,4,2023-11-05 02:21:59,2.8.0
Ziaullah Quraishi,Nice,5,2023-11-07 06:27:10,2.8.0
Sohail Ali,Nice game,5,2023-11-07 07:34:48,2.8.0
Fakhir Jutt,Nice ,5,2023-11-07 07:51:38,2.8.0
Sultan Ayaz Wazir,Good game but not gave me M416 in last 4 year,4,2023-11-07 06:26:29,2.8.0
zohruddin shahi,Nice,5,2023-11-07 08:23:54,2.8.0
Maqsood azam,I love this game,1,2023-11-07 08:52:41,2.8.0
Sameer Baloch,No doubt this is cool game,5,2023-11-07 08:52:23,2.8.0
mobile legend live,I love it,5,2023-11-05 00:36:48,2.8.0
Abhyudaya Paudel,I love this game Soo much and I am a player from season 2 but after the new update my personal four finger layout is not being uploaded and also it has matchmaking issues I have to wait for more than 2 minutes and If I enter that match then it says that failed to enter the match and I Automatically came back to the lobby and another issues is that when I open the game it popup a message and says that Update error Plz fix these issues fast But although the game is good,4,2023-11-05 03:40:59,2.8.0
Kaung Pyae Thar,I like this plz give me skin,5,2023-11-07 08:45:51,2.8.0
Analua M Sautia,Im lagging too much but I have already updated It needs to be fix and the lagging is getting annoying,3,2023-11-05 00:48:21,2.8.0
Waseem Sajjad,I love it ,5,2023-11-07 01:36:34,2.8.0
Roshan Ali,i love pubg,5,2023-11-07 08:45:30,2.8.0
asad ullah zameree7,To much Lag,5,2023-11-05 00:48:41,2.8.0
Khalid Ahmad,pubgpotnertitleplzgiveme,5,2023-11-07 08:44:35,2.8.0
Van Gaudio,TERLALU BANYAK CHEATER ,1,2023-11-07 01:40:58,2.8.0
Qasim Ali,Please give a emote pushpa main jhogy ga ni in next royal pass,5,2024-01-18 18:45:02,2.8.0
Hero Salapayne,Very nice game,5,2023-11-07 01:42:38,2.8.0
Sunischit,Im back,5,2023-11-07 07:51:51,2.8.0
Sakariye ilkacase,My favorite game ,5,2023-11-07 08:23:27,2.8.0
Aqeel Ahmad,Update dy do,5,2023-11-07 08:21:07,2.8.0
Rizwan Qureshi,Best game,5,2023-11-05 03:40:08,2.8.0
David Muang,I like pubg because when I am lonely pubg make my feeling better,5,2023-11-05 03:39:25,2.8.0
Sabtain Ali,ZALIM oP,5,2023-11-07 08:19:55,2.8.0
M Hamid mujtaba Warraich,I need uc plz send me I am big fan of pubg I need glacier only ok can I help me too buy glacier,1,2023-11-07 01:59:56,2.8.0
Romaine Spencer,This game is one of the best ever to be made,5,2023-11-05 03:34:59,2.8.0
Zaidi Abbas,Good,5,2023-11-07 08:15:30,2.8.0
Akeem Temi,Furkin awesome,5,2023-11-07 07:58:04,2.8.0
Ahmed Mabrouk,Very good,5,2023-11-05 00:54:23,2.8.0
Zachary Munoz,Amazing,5,2023-11-05 00:54:45,2.8.0
Sardar Hussain (Sidu),great game but Soo expensive,5,2023-11-07 07:56:15,2.8.0
moe zet,Pubg better than free fire,5,2023-11-05 02:22:42,2.8.0
Zohaib Khan,Bachiyan Kamal ki hai lakin set koi nahi hoti ,5,2023-11-07 06:21:44,2.8.0
hG_- Z9, ,1,2023-11-07 12:12:32,2.8.0
Gag Ja,Nice ,5,2023-11-07 04:22:22,2.8.0
Chimi Rinzin,I rate this app 3 star because although its so amazing but comsumes alot of data packageand also PUBG should reduce the app and file MB bcuz it consumes alot of spaceshould take a necessary actions against it,3,2023-11-07 04:41:57,2.8.0
arobebe totinnang,Why did it need resource to download it take hours to download it  but lm happy that lm plying bupg again ,3,2023-11-05 03:15:57,2.8.0
HACKÈR BALÒCH,This amazing game and its more enjoyable and this game played in worlwide,5,2023-11-05 03:13:34,2.8.0
Ahmad Raza,I like it,1,2023-11-07 04:41:01,2.8.0
Areej Malik,Im season 2 player but my heart is broken pubg mobile give oldest rare suit for free like killing machine set this suit I spend 21k uc but pubg give free in mythic Forge old tencent game is best no new one plz tencent game come back in pubg ,1,2023-11-07 04:40:30,2.8.0
Aris Khan,I love this game You should make a great aim I want to open car door so please make a difference things I love this fantastic game ,4,2023-11-07 03:35:53,2.8.0
ahmed mohdi, ,5,2023-11-07 04:36:01,2.8.0
Aqeel Awan,Best game,5,2023-11-07 04:35:00,2.8.0
Mohammed Shakeel,I am playing this ful realistic chracter and 1 month ago new update install this game and lets fun,5,2023-11-07 03:37:30,2.8.0
Noob King,Love it,5,2023-11-07 04:31:43,2.8.0
Murtaza Jafary,Good,5,2023-11-07 04:29:08,2.8.0
M Arbab Tahir,Best Part time game ever ,5,2023-11-07 04:28:52,2.8.0
M. Mureed M. Mureed,very nice game in the world,5,2023-11-07 04:23:11,2.8.0
مح مد,                                      ,1,2023-11-07 04:19:19,2.8.0
Shafique Ahmed,Wow,5,2023-11-07 04:51:03,2.8.0
Abdullah Khan,This is very nice game ,5,2023-11-07 04:12:26,2.8.0
inam zalhi,Make Graphics like Newstate,5,2023-11-07 04:09:01,2.8.0
Ihsan Khan,Beast PUBG,5,2023-11-07 04:04:56,2.8.0
Jacob Pascale,I like game,5,2023-11-07 03:52:47,2.8.0
Moji jon 301,very perfect,5,2023-11-07 03:50:09,2.8.0
Charles Musico,This game is so awesome,5,2023-11-07 03:49:01,2.8.0
Min Khant,nice game,3,2023-11-05 03:02:54,2.8.0
muhammad shahid Nawaz (Peer sain),Bacho ka Kam ni ya game khlna bap ko bhj tera bas ki bat nhi very very lucky and beautiful game I like it I love you  vvip game my Love ,5,2023-11-07 03:47:04,2.8.0
Qurban,Shamrez,5,2023-11-07 03:37:43,2.8.0
Jason Sweazey,Too Many Lag Glitchers And Skipping Screens,3,2023-11-07 03:42:34,2.8.0
Kamran Riaz,Lag too much on my pc,1,2023-11-07 03:41:16,2.8.0
Dev Raj,Stress Buster,5,2023-11-05 03:13:14,2.8.0
ASAD AFRIDI,Be love with Muslims ,5,2023-11-07 04:44:35,2.8.0
Muhammed Awais,Best game,5,2023-11-07 03:18:37,2.8.0
M Shahbaz,yah game chalu kyon nahin rahi hai kaise chalai jaati hai aur kaise kheli ja sakti hai yah aap hamen samjhaen aur isse chalane ka kya fayda hai aur kaise ID banti,1,2023-11-07 06:18:24,2.8.0
B A G I,I love this game  my problem is always lag in a matchmaking even if my ping is 60 or 70 why it is always logging I hope you can fix it please thk u,4,2023-11-07 05:13:26,2.8.0
Сүхзориг Нэргүй,good game,5,2023-11-07 02:59:06,2.8.0
Dinesh Batala,Very good,5,2023-11-05 02:27:09,2.8.0
lem soklay,This game is good,5,2023-11-05 02:27:24,2.8.0
Գագիկ Հակոբյան,      REVVL6 pro Hello can you fix the error on REVVL6 pro phones,5,2023-11-07 05:37:22,2.8.0
Ashar Aftab,Is this a shooting game,4,2024-01-19 04:09:05,2.8.0
We play fortnight all day,It booted me mid match then it wont let me back in the game,1,2023-11-05 02:28:27,2.8.0
Cathrene Enderez,Could you please fix this bug whenever you release the airdrop I just keep on losing cause its always in open areas and sometimes I cant get the airdrops loot too so please fix that bug ,1,2023-11-05 02:30:43,2.8.0
Rash Zai,Addictive,5,2023-11-05 02:42:04,2.8.0
میلاد میر سالار,  ,5,2023-11-07 05:29:55,2.8.0
Sohail baloch,Good ,5,2023-11-07 05:16:43,2.8.0
Amit Mahara,Nice game,5,2023-11-05 03:29:45,2.8.0
Salip-Arvin Daluperi,This game is my favorite,5,2023-11-07 05:14:43,2.8.0
Vasanthan Vasanth,Good,5,2023-11-05 02:44:26,2.8.0
Alexander Racoon,Pubg mobile yeah,5,2023-11-05 02:47:15,2.8.0
Abdul Rahim Rahimi,Good game,5,2023-11-07 05:05:43,2.8.0
SHOAIB JUTT ABDULLAH,MR SHOAIB JUTT,5,2023-11-07 05:00:29,2.8.0
ۥٰ ۥٰ,Good pubg you have removed all the hackers and you activat the protection system,1,2023-11-07 04:59:12,2.8.0
GOD十๛STORM๛,awesomeness,5,2023-11-05 02:54:48,2.8.0
Cyver C. Peregrino,It so awesome and I always enjoy when Im playing and this is my favorite game ever,5,2023-11-05 02:54:52,2.8.0
Sadiq Rahman,Lag fix plzzz,5,2023-11-07 04:56:45,2.8.0
Krishna Salikram,Every time I play pubg it make me remember the old days in pubg,5,2023-11-07 03:05:24,2.8.0
Qasim Khan,Nice game,5,2023-11-05 02:56:42,2.8.0
Maswahu Jankie,The game is good but i seem not to find metro Royale anymore please look into that,4,2023-11-07 04:56:38,2.8.0
Muhammad Azhar shah,Its good but not as old one,5,2023-11-07 03:16:38,2.8.0
Zafar Niazi,Uc pleas ples one glaciers Gift pleas,1,2023-11-07 03:17:23,2.8.0
Tanveer Buzdar,This is a good game,5,2023-11-07 04:53:09,2.8.0
ismail Tanha,great Apps,5,2023-11-07 09:02:48,2.8.0
Furios 2,Can you maybe reduce the damage the ais or bots in vs AI mode because Ive been dying too much by cheating ais doing aimbots and high damage to me Cause even easy mode is so hard to win Ive been playing pubg lately for the fun of it in vs AI mode but I get really angry dying unfairly by ais and bots in that mode I rarely played with multiplayer cause of it taking too long to find people and such,4,2023-11-07 09:05:36,2.8.0
abass khalid,Good,3,2023-11-05 00:28:41,2.8.0
Rana Shehrry,Brilliant game,5,2023-11-06 23:59:18,2.8.0
LAMAR,     ,5,2023-11-04 23:02:53,2.8.0
Xasanmaxamid Yare,Wll yare,5,2023-11-04 23:09:25,2.8.0
Matt Vincent,want a game thats loaded with CHEATERS this game is right for you,1,2023-11-07 11:09:13,2.8.0
Kim Jaffar,I love this game ,5,2023-11-06 23:54:29,2.8.0
Win Thein,Good,5,2023-11-05 03:42:11,2.8.0
Cristopher General,FAV Game ever,5,2023-11-04 23:19:43,2.8.0
Muhmmad Ali,Bast game in phone high graphic thank you pubg mobile,5,2023-11-07 11:08:36,2.8.0
AQEEL ANSARI,I like pubg,5,2023-11-04 23:20:15,2.8.0
Shine Khant Ko,i love pupg,5,2023-11-07 11:05:53,2.8.0
Numan ali Numan ali,Super game,5,2023-11-07 11:02:51,2.8.0
Ali Camon,In the last update pubg give free mythic emblem shards but in the new update the option is gone i kindly request pubg mobile to please give that option in shop back 150 ag to get mythic emblem shard,4,2023-11-07 10:59:13,2.8.0
Sadam Shaikh,Ok,4,2023-11-07 10:54:29,2.8.0
Anudari Borhoilog,Nmaig setqel gutarlaas avrsan hamgiin2 shildeg toqloom bi lav hezeec salahqu,5,2024-01-18 16:18:38,2.8.0
Muhammad Yousif,Mujhay pub g nahi khelni,5,2024-01-18 15:16:16,2.8.0
Shaikh Zaada,So good ,5,2023-11-07 10:53:54,2.8.0
Hussein Zeid,I download the game and it doesnt worck why,1,2023-11-07 10:50:52,2.8.0
Mijanur Rahman,Come back old pubg ,5,2023-11-07 10:49:39,2.8.0
Vinod Kumar,Best game to play for fun and containt as well,5,2024-01-21 13:09:34,2.8.0
Dipesh Rajbanc,Op,5,2023-11-07 00:03:00,2.8.0
Muhammad Jami,I didnt get 29 update yet ,1,2023-11-07 10:45:56,2.8.0
Baffah lawal,Very good game,5,2023-11-04 23:39:15,2.8.0
Gondal Gondal,Please send me1000uc I love PUBG,5,2023-11-07 10:45:46,2.8.0
Waqar Otho,Best game in the world,5,2023-11-07 10:40:28,2.8.0
Ribal Alam,Good,5,2023-11-07 00:11:31,2.8.0
akash islam,The best game in the world But lagging is common problem and increase the player day by day We cant play properly 4GB ram device We are face so much lagging,5,2023-11-07 10:36:21,2.8.0
"Eric Tejas, Inoc",Is it for GIRLS only cause why in 2023 Season RP is GIRLS OUTFITS always ,1,2023-11-07 10:34:43,2.8.0
Khurshid Jarral,Plz royal pass,5,2023-11-07 10:34:14,2.8.0
Jack Awet,Is this very nice game ok,5,2023-11-05 03:44:22,2.8.0
Jabir Jarwar,Best Game ,5,2023-11-07 11:09:53,2.8.0
sayd amr, ,5,2023-11-07 01:20:12,2.8.0
Hamza Khan,The new name battelground an hard map but download for other map an porblem is service,5,2023-11-07 11:36:00,2.8.0
Rashid Brohi,Good game,5,2023-11-07 12:11:10,2.8.0
Happy Siriwa,Its so bad you cant shoot I rate 1 star,1,2023-11-07 12:07:37,2.8.0
games EX,Pubg molie ,5,2023-11-07 12:06:45,2.8.0
Dark Gamer,This is my favorite game ever I played All time,5,2023-11-07 12:04:38,2.8.0
"H,A Gamer",World best game thanks pubg old event back plz pubg,5,2023-11-07 12:02:20,2.8.0
ABDO TBANGA,           ,5,2023-11-07 12:00:17,2.8.0
Syed Hassanshah,I like this wonderful game ,5,2023-11-07 11:58:12,2.8.0
subhan official,New gun and outfit it not  accept for islam please remove this event,5,2023-11-07 11:57:07,2.8.0
Maaz Fareed,The best game,5,2023-11-06 23:06:59,2.8.0
Kaleab PUBG GAMER,Waw,5,2023-11-05 04:28:57,2.8.0
Mudasir Ali,World no1 game,5,2023-11-07 11:48:03,2.8.0
ali berro,So many bots,2,2023-11-07 11:36:26,2.8.0
Mohamed Elzakzoky,TKHAMO,5,2023-11-06 23:29:16,2.8.0
ram male,Best game ever,5,2023-11-07 11:34:44,2.8.0
Peter Garfield,The best ever,5,2023-11-06 23:50:46,2.8.0
علی کبیری,O m g,5,2023-11-07 11:34:33,2.8.0
Aryan Jutt,I love this game,5,2023-11-07 11:29:16,2.8.0
Usama Abbasi,Okay,5,2023-11-07 11:23:47,2.8.0
Muhammad Sajjad,Good,5,2023-11-07 11:17:43,2.8.0
iconic people,  ,3,2023-11-06 23:31:26,2.8.0
Lucid 68,Cool,5,2023-11-05 04:01:55,2.8.0
Shahbaz bhatti,Its a very good Game And LeveL Game Awesome ,5,2023-11-04 22:51:38,2.8.0
Elizabeth Wen,love it,5,2023-11-05 03:47:10,2.8.0
mr b,They helped me get my account back from Twitter login,5,2023-11-04 22:53:43,2.8.0
Gaming With Budvin,This game is one of the best shooter games u can get on mobilehighly recommended if u like shooter games,5,2023-11-04 22:59:37,2.8.0
Salim Hamidi,Sweetly game is this ,5,2023-11-04 23:01:01,2.8.0
Ultragamer01,Not good at all ,1,2023-11-07 10:32:36,2.8.0
Shaan MaLik,Give me some mathic forcage item,5,2023-11-07 10:31:37,2.8.0
jit Mandal,game crash problem in low and device  please do something for low end device players,3,2023-11-07 10:30:19,2.8.0
Abdullah Khan Abbasi,This is very ,1,2023-11-07 09:25:43,2.8.0
Akmal Pubg,Brilliant performing pubg mobile,5,2023-11-07 00:46:43,2.8.0
Farooq Sheikh Siddqui,Pubg team plz giva me skins and M416 galcuior plz give me pubg team plz,5,2023-11-07 09:36:48,2.8.0
Sajid Hossain,Nice  game,5,2023-11-07 09:32:16,2.8.0
Rahib Ali,Booring game ,3,2023-11-07 09:31:31,2.8.0
Robert Campbell,Sensational,5,2023-11-05 00:03:16,2.8.0
Asadbek,just nice,5,2023-11-07 09:30:32,2.8.0
MUTAHIR SHAH KHAN,Royal pass,5,2023-11-07 00:54:10,2.8.0
Sheikh Noman,Good but very havey game low dive not sport,5,2023-11-07 09:29:34,2.8.0
Abubakar,Uc 680,5,2023-11-07 09:29:16,2.8.0
Yousef Bondoq,my best game ,5,2023-11-07 09:29:14,2.8.0
FADi SAB,I love PUBG mobile,5,2023-11-05 00:08:53,2.8.0
Bryan Leini,Hay pupg fixed the game cause my setting is not working well ,5,2023-11-07 01:03:12,2.8.0
Hamza Malik,New update,5,2023-11-07 09:22:53,2.8.0
Fàŕhàď Ģhòĺàmï,Nice Game,5,2023-11-07 10:29:10,2.8.0
Rahid Kamal,No competitive players of my skill level were found in PUBG so I uninstalled it The game became boring as I encountered mostly weaker players likely due to their less capable devices If PUBG can optimize the game for lowend devices it could attract more skilled players and I might reconsider my 1star rating depending on the performance improvements they achieve,5,2023-11-07 09:22:28,2.8.0
Sughar Gamer,look modern zombie good am pro kills man gaem 1 32,5,2023-11-07 01:08:18,2.8.0
Janmuhammad Warsi,I love you PUBG ,5,2023-11-07 09:19:17,2.8.0
Taman Tajvir,I love this game And uc,5,2023-11-07 09:18:07,2.8.0
Abdallah Reda,F this game,1,2023-11-07 09:16:49,2.8.0
Muhammad Lateef,Nice game but new ubaedt 29arly relz,5,2023-11-07 01:13:35,2.8.0
حمیدالله نصرت,Time pass,5,2023-11-07 09:16:34,2.8.0
Yassin AhmedDapos,Wow,5,2023-11-07 01:17:59,2.8.0
Ajiboye Isaac,Its good,5,2023-11-07 09:15:32,2.8.0
Danish Danish,The best game ever,5,2023-11-05 00:20:01,2.8.0
yossef Tamer,    ,5,2023-11-07 09:13:45,2.8.0
Minhtetthar Myanmar,good,5,2023-11-07 09:13:41,2.8.0
Chad Schenk,Awesome game,5,2023-11-05 00:02:00,2.8.0
sijan mauni,in my nox his pubg doest open only first page will only come,5,2023-11-07 09:38:11,2.8.0
Zulqarnain Awan,I need upgrade gun,5,2023-11-07 09:40:10,2.8.0
mohamett yacqub muse,hi I want m416 clear,1,2023-11-07 09:41:51,2.8.0
Mahin Islam Fardin Fardin,nich app,5,2023-11-07 10:21:41,2.8.0
Haris 520,Fix low end device lag problem ,5,2023-11-07 10:20:57,2.8.0
Ahmad Noori,The best game I have ever seen,5,2023-11-04 23:43:18,2.8.0
Claris Karisa,Awesome ,4,2023-11-04 23:48:34,2.8.0
Aung Khant,Really Good Game,5,2024-01-23 00:15:22,2.8.0
Muhammad Fazaldad,PUBG is best,5,2023-11-07 10:19:21,2.8.0
Ujala Ujala,Best game ever ,5,2023-11-07 10:19:00,2.8.0
Asadbek Zayniddinov,Good,5,2023-11-07 10:15:51,2.8.0
Ta-jay Chamberlain,Best shooting game in my opinion and the graphic is beautiful,5,2023-11-04 23:53:30,2.8.0
Abed Quraishi,This game is amazing but has a little lag glitches and low Chance in crates and the UC is expensive,4,2023-11-07 10:12:27,2.8.0
John Dived,Another world we can try,5,2023-11-04 23:58:14,2.8.0
SMOKZZZ GAMING,Love ,5,2023-11-05 00:01:36,2.8.0
Kura Mrdw,thank you pubg mubile wow my taiks so boutifoul to skwad yes for you,5,2023-11-07 10:11:22,2.8.0
Hussain Karim,This game is not just game for us its an emotion ,5,2023-11-07 10:08:23,2.8.0
Malhar Panchal,Great Game However one of the best modes to play is the zombies Yet it keeps being taken away constantly why cant it be a permanent mode like payload or metro royale,2,2023-11-07 00:40:09,2.8.0
Hafiz Al Asad,More and more optimization needed,4,2023-11-07 10:05:27,2.8.0
Rayen Arabi,Super cool and wow thank pupg,5,2023-11-07 10:03:26,2.8.0
Saim Khan,Theeeeeeeeeeeeeee,5,2023-11-07 10:01:08,2.8.0
Haseeb Ahmed,Best game,5,2023-11-07 10:00:58,2.8.0
S E I Z E R,Nice game  love it ,5,2023-11-07 09:55:38,2.8.0
Kaungkhant Aung, ,3,2023-11-07 09:53:22,2.8.0
Gopal Saha,Good experience but normal phone very lag,5,2023-11-07 09:51:19,2.8.0
Bijay Lama,Pizz hlp me,5,2023-11-07 09:49:31,2.8.0
